,canon_smiles,anchors,canon_anchors,local_to_canon
1890,[C]1C=C[C]NC1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{4: 4, 5: 5, 0: 0, 1: 1, 2: 2, 3: 3}"
1891,C1=CCNCC=CCNC1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 7], [7, 6], [7, 8], [8, 7], [8, 9], [9, 8], [9, 0], [0, 9]]","[[0, 1], [1, 2], [2], [2, 1], [2, 3], [0], [3, 2], [3]]","{2: 2, 1: 0, 0: 0, 9: 2, 8: 3, 7: 2, 6: 0, 5: 0, 4: 2, 3: 3}"
1892,C1COCCOCC[NH2+]CCOCCOCCN1,"[[0], [1], [3], [4], [6], [7], [9], [10], [12], [13], [15], [16], [17], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 7], [7, 6], [7, 8], [8, 7], [8, 9], [9, 8], [9, 10], [10, 9], [10, 11], [11, 10], [11, 12], [12, 11], [12, 13], [13, 12], [13, 14], [14, 13], [14, 15], [15, 14], [15, 16], [16, 15], [16, 17], [17, 16], [17, 0], [0, 17]]","[[3, 4], [4, 3], [5, 4], [16, 17], [17], [1, 0], [6, 5], [4], [1], [7], [4, 5], [5, 6], [0, 1], [1, 2], [2, 1], [6, 7], [7, 6], [0], [3, 2], [3], [6], [8, 7], [17, 16], [2, 3], [7, 8]]","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 7, 10: 6, 11: 5, 12: 4, 13: 3, 14: 2, 15: 1, 16: 0, 17: 17}"
1893,[CH]1NN=CNN1,"[[0], [1], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{3: 3, 4: 4, 5: 5, 0: 0, 1: 1, 2: 2}"
1894,[C]1NCNCN1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{2: 2, 1: 1, 0: 0, 5: 1, 4: 2, 3: 3}"
1895,[C]1CC[C][NH+]1,"[[0], [1], [2], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [1, 2], [3, 4], [4, 3], [1], [1, 0], [0]]","{1: 1, 0: 0, 4: 4, 3: 0, 2: 1}"
1896,[C]1[NH+]CCO1,"[[0], [2], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [2, 3], [1, 0], [0], [3, 2], [3]]","{4: 4, 0: 0, 1: 1, 2: 2, 3: 3}"
1897,[C]1[N+]=CCN1,"[[0], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1, 0], [0], [3, 2], [3]]","{0: 0, 4: 4, 3: 3, 2: 2, 1: 1}"
1898,[CH]1N=CS[CH]O1,"[[0], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [5, 4], [4], [2, 3], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{0: 0, 5: 5, 4: 4, 3: 3, 2: 2, 1: 1}"
1899,[C]1[CH][C]CC=C1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{3: 3, 4: 4, 5: 5, 0: 0, 1: 1, 2: 2}"
1900,[CH]1[CH]O[CH]O1,"[[0], [1], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [1, 2], [2, 1], [2, 3], [0], [3, 2], [3]]","{0: 0, 4: 2, 3: 3, 2: 2, 1: 0}"
1901,C1=CNCC[N-]1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{5: 5, 4: 4, 3: 3, 2: 2, 1: 1, 0: 0}"
1902,C1=CON=CN1,"[[0], [1], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2]]","{3: 3, 2: 2, 1: 1, 0: 0, 5: 5, 4: 4}"
1903,[CH]1C=[NH+]CC=N1,"[[0], [1], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [3, 4], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{4: 4, 3: 3, 2: 2, 1: 1, 0: 0, 5: 5}"
1904,[CH]1[CH]N[CH]C=N1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{5: 5, 4: 4, 3: 3, 2: 2, 1: 1, 0: 0}"
1905,[CH]1C=[N+][CH]N1,"[[0], [1], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [1, 2], [4, 0], [2, 1], [3, 4], [4, 3], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{1: 1, 0: 0, 4: 4, 3: 3, 2: 2}"
1906,[CH]1C=CC=C[N+]1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{4: 4, 3: 3, 2: 2, 1: 1, 0: 0, 5: 5}"
1907,[CH]1CNN=N1,"[[0], [1], [2], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [2, 3], [1], [1, 0], [0], [3, 2]]","{1: 1, 2: 2, 3: 3, 4: 4, 0: 0}"
1908,[C]1[CH]NCS1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{3: 3, 2: 2, 1: 1, 0: 0, 4: 4}"
1909,[C]1[CH]NC[CH]N1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{4: 4, 5: 5, 0: 0, 1: 1, 2: 2, 3: 3}"
1910,[C]1CN[C]O1,"[[0], [1], [2], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{4: 4, 3: 3, 2: 2, 1: 1, 0: 0}"
1911,[CH]1OCC=CCO1,"[[0], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 0], [0, 6]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [2, 3], [1, 0], [0], [3, 2], [3]]","{2: 2, 3: 3, 4: 3, 5: 2, 6: 1, 0: 0, 1: 1}"
1912,[C]1[CH]C=C[CH]C1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{5: 5, 0: 0, 1: 1, 2: 2, 3: 3, 4: 4}"
1913,C1=C=[NH+]CC[NH+]=1,"[[3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [3, 4], [2, 3], [3, 2], [3]]","{3: 3, 4: 3, 5: 2, 0: 0, 1: 0, 2: 2}"
1914,C1=COCCOCCOC=COCC[NH2+]CCO1,"[[0], [1], [3], [4], [6], [7], [9], [10], [12], [13], [15], [16], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 7], [7, 6], [7, 8], [8, 7], [8, 9], [9, 8], [9, 10], [10, 9], [10, 11], [11, 10], [11, 12], [12, 11], [12, 13], [13, 12], [13, 14], [14, 13], [14, 15], [15, 14], [15, 16], [16, 15], [16, 17], [17, 16], [17, 0], [0, 17]]","[[3, 4], [4, 3], [5, 4], [12, 13], [14, 13], [1, 0], [13, 14], [4], [1], [4, 5], [13], [0, 1], [1, 2], [10, 11], [2, 1], [11, 10], [0], [3, 2], [12, 11], [3], [12], [2, 3], [11, 12], [13, 12]]","{11: 11, 12: 12, 13: 13, 14: 14, 15: 13, 16: 12, 17: 11, 0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 4, 7: 3, 8: 2, 9: 1, 10: 0}"
1915,C1=C=[NH+][CH]NC=1,"[[3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [4, 5], [5, 0], [0, 5], [1, 0], [3, 2], [3]]","{5: 5, 4: 4, 3: 3, 2: 2, 1: 1, 0: 0}"
1916,[CH]1[CH]CN=CN=C1,"[[0], [1], [2], [4], [6], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 0], [0, 6]]","[[2], [3, 4], [4, 3], [5, 4], [1, 0], [6, 5], [4], [1], [4, 5], [5, 6], [0, 1], [1, 2], [2, 1], [0], [3, 2], [6], [0, 6], [2, 3], [6, 0]]","{6: 6, 0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}"
1917,[CH]1COSC=CS[N-]1,"[[0], [1], [3], [4], [5], [6], [7], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 7], [7, 6], [7, 0], [0, 7]]","[[3, 4], [5], [4, 3], [5, 4], [1, 0], [6, 5], [4], [1], [7], [4, 5], [5, 6], [0, 1], [0, 7], [1, 2], [2, 1], [7, 0], [6, 7], [7, 6], [0], [3, 2], [3], [6], [2, 3]]","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}"
1918,[CH]1C=C[N+]=CC1,"[[0], [1], [2], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2]]","{3: 3, 2: 2, 1: 1, 0: 0, 5: 5, 4: 4}"
1919,[C]1[CH]CNC=CCN1,"[[0], [1], [2], [3], [4], [5], [6], [7], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 7], [7, 6], [7, 0], [0, 7]]","[[2], [3, 4], [5], [4, 3], [5, 4], [1, 0], [6, 5], [4], [1], [7], [4, 5], [5, 6], [0, 1], [0, 7], [1, 2], [2, 1], [7, 0], [6, 7], [7, 6], [0], [3, 2], [3], [6], [2, 3]]","{2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 0: 0, 1: 1}"
1920,C1NNN=[NH+]1,"[[0], [1], [2], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [2, 3], [1], [1, 0], [0], [3, 2]]","{2: 2, 1: 1, 0: 0, 4: 4, 3: 3}"
1921,C1CSCNN1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{4: 4, 3: 3, 2: 2, 1: 1, 0: 0, 5: 5}"
1922,c1c[o+]ccn1,"[[0], [1], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [5, 4], [1], [1, 0], [4, 5], [0]]","{5: 5, 0: 0, 1: 1, 2: 2, 3: 1, 4: 0}"
1923,C1=CNCSC1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{4: 4, 5: 5, 0: 0, 1: 1, 2: 2, 3: 3}"
1924,C1=[NH+]CCO1,"[[0], [2], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [2, 3], [1, 0], [0], [3, 2], [3]]","{1: 1, 2: 2, 3: 3, 4: 4, 0: 0}"
1925,C1=C=NC=C[NH2+]C=1,"[[3], [4], [6], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 0], [0, 6]]","[[6], [0, 1], [1, 2], [2, 1], [3, 4], [4, 3], [6, 5], [5, 4], [4], [0, 6], [2, 3], [4, 5], [5, 6], [6, 0], [1, 0], [3, 2], [3]]","{2: 2, 1: 1, 0: 0, 6: 6, 5: 5, 4: 4, 3: 3}"
1926,[C]1[CH]C[CH][NH+][CH]1,"[[0], [1], [2], [3], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{1: 1, 0: 0, 5: 5, 4: 4, 3: 3, 2: 2}"
1927,[CH]1CSCCC[NH2+]1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 0], [0, 6]]","[[2], [3, 4], [5], [4, 3], [5, 4], [1, 0], [6, 5], [4], [1], [4, 5], [5, 6], [0, 1], [1, 2], [2, 1], [0], [3, 2], [3], [0, 6], [2, 3], [6, 0]]","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6}"
1928,[CH]1CC[NH2+]C=CN1,"[[0], [1], [2], [4], [5], [6], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 0], [0, 6]]","[[2], [3, 4], [5], [4, 3], [5, 4], [1, 0], [6, 5], [4], [1], [4, 5], [5, 6], [0, 1], [1, 2], [2, 1], [0], [3, 2], [6], [0, 6], [2, 3], [6, 0]]","{3: 3, 4: 4, 5: 5, 6: 6, 0: 0, 1: 1, 2: 2}"
1929,[C]1[C]COCCC1,"[[0], [1], [2], [4], [5], [6], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 0], [0, 6]]","[[2], [3, 4], [5], [4, 3], [5, 4], [1, 0], [6, 5], [4], [1], [4, 5], [5, 6], [0, 1], [1, 2], [2, 1], [0], [3, 2], [6], [0, 6], [2, 3], [6, 0]]","{2: 2, 1: 1, 0: 0, 6: 6, 5: 5, 4: 4, 3: 3}"
1930,[CH]1CC[NH2+]CCN1,"[[0], [1], [2], [4], [5], [6], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 6], [6, 5], [6, 0], [0, 6]]","[[2], [3, 4], [5], [4, 3], [5, 4], [1, 0], [6, 5], [4], [1], [4, 5], [5, 6], [0, 1], [1, 2], [2, 1], [0], [3, 2], [6], [0, 6], [2, 3], [6, 0]]","{6: 6, 5: 5, 4: 4, 3: 3, 2: 2, 1: 1, 0: 0}"
1931,N[NH2+],[[0]],[[0]],"{0: 0, 1: 1}"
1932,[CH]1CSC=[N+]1,"[[0], [1], [2], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{1: 1, 0: 0, 4: 4, 3: 3, 2: 2}"
1933,[C]1CO[CH][CH][NH2+]1,"[[0], [1], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [3, 4], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 0: 0}"
1934,[CH]1[CH][NH2+]CC=C1,"[[0], [1], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{2: 2, 3: 3, 4: 4, 5: 5, 0: 0, 1: 1}"
1935,[CH]1[CH][CH]NC[CH]1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{3: 3, 2: 2, 1: 1, 0: 0, 5: 5, 4: 4}"
1936,C1=C[P]C=N1,"[[0], [1], [2], [3], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{2: 2, 3: 3, 4: 4, 0: 0, 1: 1}"
1937,[C]1CN[CH][NH+]C1,"[[0], [1], [2], [3], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 0: 0}"
1938,[C]1C[C]C[NH+]C1,"[[0], [1], [2], [3], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [3, 4], [4, 3], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{3: 3, 4: 4, 5: 3, 0: 0, 1: 1, 2: 0}"
1939,[CH]1CCC[N+]1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{4: 4, 3: 3, 2: 2, 1: 1, 0: 0}"
1940,[CH]1N=CN[CH]N1,"[[0], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{1: 1, 0: 0, 5: 5, 4: 4, 3: 3, 2: 2}"
1941,[CH]1CCN[CH]N1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{2: 2, 1: 1, 0: 0, 5: 5, 4: 4, 3: 3}"
1942,[CH]1C[NH+]1,"[[0], [1], [0, 1], [1, 0], [1, 2], [2, 1], [2, 0], [0, 2]]","[[0, 1], [1, 2], [2, 1], [2, 0], [1], [1, 0], [0, 2], [0]]","{0: 0, 1: 1, 2: 2}"
1943,C1CC[NH+]NC1,"[[0], [1], [2], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2]]","{5: 5, 0: 0, 1: 1, 2: 2, 3: 3, 4: 4}"
1944,[CH]1N[NH+]1,"[[0], [1], [0, 1], [1, 0], [1, 2], [2, 1], [2, 0], [0, 2]]","[[0, 1], [1, 2], [2, 1], [2, 0], [1], [1, 0], [0, 2], [0]]","{0: 0, 1: 1, 2: 2}"
1945,[CH]1C=CN[CH][NH+]1,"[[0], [1], [2], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{3: 3, 4: 4, 5: 5, 0: 0, 1: 1, 2: 2}"
1946,C1=CSOC1,"[[0], [1], [2], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 0], [0, 4]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [4, 3], [4, 0], [0, 4], [4], [2, 3], [1], [1, 0], [0], [3, 2]]","{2: 2, 1: 1, 0: 0, 4: 4, 3: 3}"
1947,[C]1C[NH+]CCO1,"[[0], [1], [3], [4], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [3, 4], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{2: 2, 1: 1, 0: 0, 5: 5, 4: 4, 3: 3}"
1948,C1=CSCNN1,"[[0], [1], [2], [3], [4], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [2], [1, 2], [2, 1], [3, 4], [5], [4, 3], [5, 4], [4], [2, 3], [1], [1, 0], [4, 5], [5, 0], [0, 5], [0], [3, 2], [3]]","{4: 4, 3: 3, 2: 2, 1: 1, 0: 0, 5: 5}"
1949,[CH]1[CH]O[CH]O[CH]1,"[[0], [1], [3], [5], [0, 1], [1, 0], [1, 2], [2, 1], [2, 3], [3, 2], [3, 4], [4, 3], [4, 5], [5, 4], [5, 0], [0, 5]]","[[0, 1], [1, 2], [2, 1], [2, 3], [1], [1, 0], [0], [3, 2], [3]]","{1: 1, 0: 0, 5: 1, 4: 2, 3: 3, 2: 2}"
